taxon	method	n_significant	n_tested	replication_score	direction_consistent	mean_effect
d__denovo2328	hurdle	1	4	0.25	True	1.2577665
d__denovo6273	hurdle	1	4	0.25	True	-4.466473
d__denovo19333	hurdle	1	4	0.25	True	3.109585
d__denovo12624	hurdle	1	4	0.25	True	-2.813081
d__denovo12069	hurdle	1	4	0.25	True	-6.495928
d__denovo5937	hurdle	1	4	0.25	True	8.4265055
d__denovo15578	hurdle	1	4	0.25	True	-2.279503
d__denovo16076	hurdle	1	4	0.25	True	-2.127088
d__denovo5438	hurdle	2	4	0.5	False	3.3982704999999997
d__denovo21311	hurdle	1	4	0.25	True	7.959668
d__denovo21244	hurdle	1	4	0.25	True	6.718631
d__denovo29883	hurdle	1	4	0.25	True	-5.160767
d__denovo5450	hurdle	1	4	0.25	True	-1.63603
d__denovo141	hurdle	1	4	0.25	False	0.08262600000000009
d__denovo6133	hurdle	1	4	0.25	True	13.813499
d__denovo12916	hurdle	1	4	0.25	True	7.789928
d__denovo24841	hurdle	1	4	0.25	True	-5714285770.230785
d__denovo21503	hurdle	1	4	0.25	True	6.929586
d__denovo8965	hurdle	1	4	0.25	True	-7.255016
d__denovo1026	hurdle	1	4	0.25	False	0.7885715
d__denovo12433	hurdle	1	4	0.25	True	14.338305
d__denovo7130	hurdle	1	4	0.25	False	-6.654306
d__denovo30332	hurdle	1	4	0.25	True	17.562906
d__denovo9961	hurdle	1	4	0.25	True	-2.006438
d__denovo24223	hurdle	1	4	0.25	True	9.159317
d__denovo16553	hurdle	1	4	0.25	True	5.712495
d__denovo9809	hurdle	1	4	0.25	True	-4.881119
d__denovo22395	hurdle	1	4	0.25	True	-2.826301
d__denovo7686	hurdle	1	4	0.25	True	-7.418483999999999
d__denovo25	hurdle	1	4	0.25	False	1.5169304999999997
d__denovo7803	hurdle	1	4	0.25	True	2.015176
d__denovo533	hurdle	1	4	0.25	True	5.056559
d__denovo18342	hurdle	1	4	0.25	True	14.012122
d__denovo20785	hurdle	1	4	0.25	True	19.923659
d__denovo9251	hurdle	1	4	0.25	True	-5.414648
d__denovo6050	hurdle	1	4	0.25	False	1.265093
d__denovo9545	hurdle	1	4	0.25	True	9.03508
d__denovo28096	hurdle	1	4	0.25	True	5.458813
d__denovo6093	hurdle	1	4	0.25	False	-1.904536
d__denovo2566	hurdle	1	4	0.25	False	0.06313500000000005
d__denovo11879	hurdle	1	4	0.25	True	7.14248
d__denovo18082	hurdle	1	4	0.25	True	2.369456
d__denovo7972	hurdle	1	4	0.25	True	5.8869435
d__denovo7956	hurdle	1	4	0.25	False	-4.288911
d__denovo20916	hurdle	1	4	0.25	True	9.942426
d__denovo147	hurdle	1	4	0.25	False	-0.608596
d__denovo13740	hurdle	1	4	0.25	True	-8.422545
d__denovo12308	hurdle	1	4	0.25	True	-4.808454
d__denovo4989	hurdle	1	4	0.25	False	-0.7041195
d__denovo25969	hurdle	1	4	0.25	True	7.120341
d__denovo11216	hurdle	1	4	0.25	True	-10.151211
d__denovo6974	hurdle	1	4	0.25	True	-4.751878
d__denovo17750	hurdle	1	4	0.25	True	6.631011
d__denovo6592	hurdle	1	4	0.25	False	0.40434899999999996
d__denovo17698	hurdle	1	4	0.25	True	8.526087
d__denovo7279	hurdle	1	4	0.25	False	-0.5269270000000001
d__denovo1696	hurdle	1	4	0.25	True	2.336938
d__denovo4958	hurdle	1	4	0.25	True	-3.663072
d__denovo5001	hurdle	1	4	0.25	True	-2.543315
d__denovo7083	hurdle	1	4	0.25	True	-2.4733834999999997
d__denovo164	hurdle	1	4	0.25	False	-2.1375276666666667
d__denovo5051	hurdle	1	4	0.25	True	1.9253535
d__denovo17148	hurdle	1	4	0.25	True	23.704997
d__denovo12398	hurdle	1	4	0.25	True	-2.231221
d__denovo7600	hurdle	1	4	0.25	False	2500000074.344349
d__denovo22044	hurdle	1	4	0.25	True	20.927205
d__denovo6925	hurdle	1	4	0.25	True	2.3015465
d__denovo10463	hurdle	1	4	0.25	False	
d__denovo5511	hurdle	1	4	0.25	False	0.9632855
d__denovo33675	hurdle	1	4	0.25	True	-8074300709.985691
d__denovo12296	hurdle	1	4	0.25	True	10.899666
d__denovo13926	hurdle	1	4	0.25	True	-8.813784
d__denovo10219	hurdle	1	4	0.25	True	-4099579.360291
d__denovo271	hurdle	1	4	0.25	True	1.24861
d__denovo19956	hurdle	1	4	0.25	True	3.42528
d__denovo3377	hurdle	1	4	0.25	True	2.808107
d__denovo8906	hurdle	1	4	0.25	True	-3.6469560000000003
d__denovo373	hurdle	1	4	0.25	False	-1.3196756666666667
d__denovo6198	hurdle	1	4	0.25	False	-4.237458
d__denovo9803	hurdle	1	4	0.25	True	-3.430629
d__denovo6410	hurdle	1	4	0.25	True	-12.535428
d__denovo23117	hurdle	1	4	0.25	True	29.812739
d__denovo16758	hurdle	1	4	0.25	True	4.827434
d__denovo5736	hurdle	1	4	0.25	False	1.9012449999999999
d__denovo8886	hurdle	1	4	0.25	True	-3.562149
d__denovo4447	hurdle	1	4	0.25	False	-7.2969725
d__denovo18754	hurdle	1	4	0.25	True	-2.212777
d__denovo17751	hurdle	1	4	0.25	True	-14.050679
d__denovo14280	hurdle	1	4	0.25	True	-1.917628
d__denovo27769	hurdle	1	4	0.25	True	13.243625
d__denovo526	hurdle	1	4	0.25	True	-1.614111
d__denovo9052	hurdle	2	4	0.5	False	1.160998
d__denovo3941	hurdle	1	4	0.25	False	0.8584360000000001
d__denovo12280	hurdle	1	4	0.25	True	4.008051
d__denovo6080	hurdle	1	4	0.25	False	2.195304
d__denovo17982	hurdle	1	4	0.25	True	-12.71026
d__denovo10072	hurdle	1	4	0.25	True	-1.439879
d__denovo22761	hurdle	1	4	0.25	True	19.164956
d__denovo10594	hurdle	1	4	0.25	True	-4.512309
d__denovo23051	hurdle	1	4	0.25	True	-3.670168
d__denovo2207	hurdle	1	4	0.25	False	0.9367525
d__denovo4919	hurdle	1	4	0.25	True	-3.532462
d__denovo8399	hurdle	1	4	0.25	False	
d__denovo14314	hurdle	1	4	0.25	True	8.185228
d__denovo13484	hurdle	1	4	0.25	True	-2.870932
d__denovo11476	hurdle	1	4	0.25	True	-8.458975
d__denovo2637	hurdle	1	4	0.25	True	-7.604775
d__denovo6691	hurdle	1	4	0.25	True	-9.35909
d__denovo22040	hurdle	1	4	0.25	True	-2.048172
d__denovo5715	hurdle	1	4	0.25	False	-1.6541145
d__denovo9413	hurdle	1	4	0.25	False	
d__denovo11516	hurdle	1	4	0.25	True	-2.076899
d__denovo20462	hurdle	1	4	0.25	True	-6.329007
d__denovo2837	hurdle	1	4	0.25	True	1.426798
d__denovo4913	hurdle	1	4	0.25	False	-0.930059
d__denovo28046	hurdle	1	4	0.25	True	3.630186
d__denovo24460	hurdle	1	4	0.25	True	1.956404
d__denovo14137	hurdle	1	4	0.25	True	-1.869878
d__denovo12242	hurdle	1	4	0.25	True	-1.524863
d__denovo20362	hurdle	1	4	0.25	True	-3.170933
d__denovo12582	hurdle	1	4	0.25	True	3.404029
d__denovo3219	hurdle	1	4	0.25	False	-1.8639449999999997
d__denovo18949	hurdle	1	4	0.25	True	7.658113
d__denovo7004	hurdle	1	4	0.25	True	-2.578821
d__denovo3628	hurdle	1	4	0.25	True	-2.754968
d__denovo4865	hurdle	1	4	0.25	True	-1.426601
d__denovo12937	hurdle	1	4	0.25	True	10.931998
d__denovo5071	hurdle	2	4	0.5	True	4.1983985
d__denovo8243	hurdle	1	4	0.25	True	-1.597434
d__denovo744	hurdle	1	4	0.25	True	-2.2716765
d__denovo2541	hurdle	1	4	0.25	True	-2.998689
d__denovo15034	hurdle	1	4	0.25	True	-4.780231
d__denovo361	hurdle	1	4	0.25	False	
d__denovo12956	hurdle	1	4	0.25	True	2.16223
d__denovo19997	hurdle	1	4	0.25	True	5.043707
d__denovo8318	hurdle	1	4	0.25	True	-5.500197
d__denovo7050	hurdle	1	4	0.25	True	-2.6520735
d__denovo24315	hurdle	1	4	0.25	True	10.107327
d__denovo20808	hurdle	1	4	0.25	True	5.674087
d__denovo2314	hurdle	1	4	0.25	True	-1.38143
d__denovo6377	hurdle	1	4	0.25	True	2.278824
d__denovo17766	hurdle	1	4	0.25	True	5.555681
d__denovo11009	hurdle	1	4	0.25	True	-2.805459
d__denovo13910	hurdle	1	4	0.25	True	-4.534067
d__denovo16957	hurdle	1	4	0.25	True	2.737796
d__denovo2364	hurdle	1	4	0.25	True	-1.2171125
d__denovo4786	hurdle	1	4	0.25	True	-3.563301
d__denovo8355	hurdle	1	4	0.25	True	-2.525969
d__denovo3691	hurdle	1	4	0.25	False	-0.5282789999999999
d__denovo10811	hurdle	1	4	0.25	False	
d__denovo1798	hurdle	1	4	0.25	True	1.501633
d__denovo22050	hurdle	1	4	0.25	True	-2.910971
d__denovo8549	hurdle	1	4	0.25	True	8.53182
d__denovo19421	hurdle	1	4	0.25	True	-15.069827
d__denovo13784	hurdle	1	4	0.25	True	-1.667763
d__denovo7163	hurdle	1	4	0.25	True	-7.838109
d__denovo20501	hurdle	1	4	0.25	True	10.082462
d__denovo10588	hurdle	1	4	0.25	True	1.611565
d__denovo4965	hurdle	1	4	0.25	True	-1.0736634999999999
d__denovo959	hurdle	1	4	0.25	True	4.612072
d__denovo9638	hurdle	1	4	0.25	True	3.820358
d__denovo11642	hurdle	1	4	0.25	True	-14.061899
d__denovo862	hurdle	1	4	0.25	True	2.294825
d__denovo5480	hurdle	1	4	0.25	False	
d__denovo21844	hurdle	1	4	0.25	True	-13.391715
d__denovo13595	hurdle	1	4	0.25	True	-11.304067
d__denovo1466	hurdle	1	4	0.25	True	-1.998778
d__denovo5188	hurdle	1	4	0.25	False	1.284955
d__denovo14344	hurdle	1	4	0.25	True	5.15506
d__denovo14465	hurdle	1	4	0.25	True	-8.639335
d__denovo4382	hurdle	1	4	0.25	True	3.055924
d__denovo27047	hurdle	1	4	0.25	True	10.46994
d__denovo16081	hurdle	1	4	0.25	True	-10.917387
d__denovo7566	hurdle	1	4	0.25	True	-11.181664
d__denovo11297	hurdle	1	4	0.25	True	-6.501621
d__denovo5024	hurdle	2	4	0.5	False	174.82073200000002
d__denovo1132	hurdle	1	4	0.25	False	-0.9144285
d__denovo22462	hurdle	1	4	0.25	True	-3.71899
d__denovo4449	hurdle	1	4	0.25	True	-1.952779
d__denovo5500	hurdle	1	4	0.25	False	-2.0468574999999998
d__denovo6742	hurdle	1	4	0.25	False	6.4668575
d__denovo24417	hurdle	1	4	0.25	True	2.054551
d__denovo15000	hurdle	1	4	0.25	True	14.860075
d__denovo14301	hurdle	1	4	0.25	True	2.864136
d__denovo6912	hurdle	1	4	0.25	False	-6.133973500000001
d__denovo10224	hurdle	1	4	0.25	True	-3.10181
d__denovo20175	hurdle	1	4	0.25	True	-3.518921
d__denovo4490	hurdle	1	4	0.25	False	-2.396065
d__denovo9302	hurdle	1	4	0.25	True	6.543307
d__denovo5860	hurdle	1	4	0.25	False	2.3527194999999996
d__denovo11606	hurdle	1	4	0.25	False	-107630640.3614725
d__denovo13983	hurdle	1	4	0.25	True	-18.519709
d__denovo21791	hurdle	1	4	0.25	True	1.845032
d__denovo7016	hurdle	1	4	0.25	True	-2.264773
d__denovo17665	hurdle	1	4	0.25	True	-2.5951
d__denovo14046	hurdle	1	4	0.25	True	-12.945532
d__denovo18740	hurdle	1	4	0.25	True	-4.038103
d__denovo8301	hurdle	1	4	0.25	True	-4.996872
d__denovo2079	hurdle	1	4	0.25	True	-0.9803525000000001
d__denovo6589	hurdle	1	4	0.25	False	1.8306775
d__denovo117	hurdle	1	4	0.25	True	1.026653
d__denovo10995	hurdle	1	4	0.25	False	-2.2369595
d__denovo13695	hurdle	1	4	0.25	True	-2.120175
d__denovo6940	hurdle	1	4	0.25	False	-4999852459.413744
d__denovo14442	hurdle	1	4	0.25	True	-2.5438
d__denovo2819	hurdle	1	4	0.25	True	1.673933
d__denovo13080	hurdle	1	4	0.25	True	-8.338723
d__denovo14628	hurdle	1	4	0.25	True	-4.886091
d__denovo28425	hurdle	1	4	0.25	True	5714285770.23078
d__denovo12620	hurdle	1	4	0.25	True	-6.550094
d__denovo579	hurdle	1	4	0.25	True	-2.188256
d__denovo24300	hurdle	1	4	0.25	True	6.718631
d__denovo22104	hurdle	1	4	0.25	True	-13.443158
d__denovo18681	hurdle	1	4	0.25	True	5.258804
d__denovo24095	hurdle	1	4	0.25	True	-10.46994
d__denovo17722	hurdle	1	4	0.25	True	8.169015
d__denovo5969	hurdle	1	4	0.25	False	2.362923
d__denovo5903	hurdle	1	4	0.25	True	1.26725
d__denovo10723	hurdle	1	4	0.25	False	
d__denovo23808	hurdle	1	4	0.25	True	5.318912
d__denovo3167	hurdle	1	4	0.25	False	-1.0635115
d__denovo16492	hurdle	1	4	0.25	True	2.354811
d__denovo19083	hurdle	1	4	0.25	True	-7.999559
d__denovo23680	hurdle	1	4	0.25	True	-10.503952
d__denovo10699	hurdle	1	4	0.25	True	1.857911
d__denovo7625	hurdle	1	4	0.25	False	
d__denovo27486	hurdle	1	4	0.25	True	24.490758
d__denovo71	hurdle	1	4	0.25	False	-0.41228524999999994
d__denovo22569	hurdle	1	4	0.25	True	16.359488
d__denovo21125	hurdle	1	4	0.25	True	10.598016
d__denovo18498	hurdle	1	4	0.25	True	-2.895489
d__denovo7993	hurdle	1	4	0.25	True	-3.144627
d__denovo17636	hurdle	1	4	0.25	True	-8.992464
d__denovo3667	hurdle	1	4	0.25	True	4.1420095
d__denovo22724	hurdle	1	4	0.25	True	-4.061408
d__denovo3660	hurdle	1	4	0.25	False	-0.9786605
d__denovo8184	hurdle	1	4	0.25	False	0.3671845
d__denovo1495	hurdle	1	4	0.25	True	-4.693523
d__denovo6491	hurdle	1	4	0.25	False	
d__denovo6683	hurdle	1	4	0.25	True	4.061408
d__denovo33505	hurdle	1	4	0.25	True	8082547562.796747
d__denovo6905	hurdle	1	4	0.25	True	9.075411
d__denovo6368	hurdle	1	4	0.25	True	12.140852
d__denovo3149	hurdle	1	4	0.25	True	3.199856
d__denovo17460	hurdle	1	4	0.25	True	-3.778721
d__denovo12993	hurdle	1	4	0.25	True	-13.525125
d__denovo4317	hurdle	1	4	0.25	False	-1.15411
d__denovo26340	hurdle	1	4	0.25	True	3.630186
d__denovo6461	hurdle	1	4	0.25	True	-1.688763
d__denovo478	hurdle	1	4	0.25	True	-1.8440420000000002
d__denovo6047	hurdle	1	4	0.25	False	4.3565125
d__denovo10092	hurdle	1	4	0.25	True	6.707629
d__denovo18341	hurdle	1	4	0.25	True	-1.931345
d__denovo13442	hurdle	1	4	0.25	True	-10.144489
d__denovo371	hurdle	1	4	0.25	False	-1.0569935
d__denovo20484	hurdle	1	4	0.25	True	-3.283462
d__denovo17006	hurdle	1	4	0.25	True	3.578607
d__denovo16132	hurdle	1	4	0.25	True	-1.921609
d__denovo18494	hurdle	1	4	0.25	True	20.095786
d__denovo3914	hurdle	1	4	0.25	True	-2.632942
d__denovo19076	hurdle	1	4	0.25	True	3.7002
d__denovo18587	hurdle	1	4	0.25	True	2.546395
d__denovo26175	hurdle	1	4	0.25	True	2.247409
d__denovo17025	hurdle	1	4	0.25	True	4.546321
d__denovo23521	hurdle	1	4	0.25	True	4.763759
d__denovo13209	hurdle	1	4	0.25	True	8.322051
d__denovo7843	hurdle	1	4	0.25	True	-3.382619
d__denovo6783	hurdle	1	4	0.25	True	-1.456856
d__denovo23985	hurdle	1	4	0.25	True	4.30022
d__denovo16538	hurdle	1	4	0.25	True	20.17775
d__denovo8774	hurdle	1	4	0.25	True	2.754843
d__denovo21023	hurdle	1	4	0.25	True	-13.987637
d__denovo6526	hurdle	1	4	0.25	True	3.327153
d__denovo11780	hurdle	1	4	0.25	True	2.485304
d__denovo10612	hurdle	2	4	0.5	True	-5.170961500000001
d__denovo5009	hurdle	1	4	0.25	False	-6.411649
d__denovo8326	hurdle	1	4	0.25	True	-1.936759
d__denovo13550	hurdle	1	4	0.25	True	-5.364453
d__denovo10272	hurdle	1	4	0.25	True	-12.803961
d__denovo16573	hurdle	1	4	0.25	True	-5.94406
d__denovo882	hurdle	1	4	0.25	True	-2.666678
d__denovo19562	hurdle	1	4	0.25	True	7.278816
d__denovo11327	hurdle	1	4	0.25	True	107627598.8306095
d__denovo22168	hurdle	1	4	0.25	True	-12.847582
d__denovo1840	hurdle	1	4	0.25	True	1.9697995000000001
d__denovo12727	hurdle	1	4	0.25	True	-9.201657
d__denovo19549	hurdle	1	4	0.25	True	5.030024
d__denovo21381	hurdle	1	4	0.25	True	3.124146
d__denovo20331	hurdle	1	4	0.25	True	4.892765
d__denovo4213	hurdle	1	4	0.25	True	1.5876860000000002
d__denovo15912	hurdle	1	4	0.25	True	7.132777
d__denovo5755	hurdle	1	4	0.25	True	-2.438851
d__denovo7968	hurdle	1	4	0.25	True	1.9092595
d__denovo14350	hurdle	1	4	0.25	True	-6.149458
d__denovo10488	hurdle	1	4	0.25	False	-2.239021
d__denovo9307	hurdle	1	4	0.25	True	2.205314
d__denovo19198	hurdle	1	4	0.25	True	-1.985149
d__denovo19813	hurdle	1	4	0.25	True	9.245684
d__denovo17369	hurdle	1	4	0.25	True	18.173841
d__denovo10548	hurdle	2	4	0.5	True	-4.036475
d__denovo13634	hurdle	1	4	0.25	True	3.523675
d__denovo17656	hurdle	1	4	0.25	True	16.019204
d__denovo11089	hurdle	1	4	0.25	True	4.92939
d__denovo12447	hurdle	1	4	0.25	True	-3.527424
d__denovo11485	hurdle	1	4	0.25	True	-2.396488
d__denovo17859	hurdle	1	4	0.25	True	-9.413514
d__denovo21755	hurdle	1	4	0.25	True	-1.855015
d__denovo8136	hurdle	1	4	0.25	True	1.443454
d__denovo1564	hurdle	1	4	0.25	False	1.6508645000000002
d__denovo20510	hurdle	1	4	0.25	True	-2.650417
d__denovo10248	hurdle	1	4	0.25	True	-6.285102
d__denovo11106	hurdle	1	4	0.25	True	-4.512309
d__denovo447	hurdle	1	4	0.25	True	2.8010814999999996
d__denovo18515	hurdle	1	4	0.25	True	-4.75585
d__denovo7028	hurdle	1	4	0.25	True	-9.9669785
d__denovo7241	hurdle	1	4	0.25	True	400.635405
d__denovo26867	hurdle	1	4	0.25	True	1.908104
d__denovo20290	hurdle	1	4	0.25	True	4.844735
d__denovo16975	hurdle	1	4	0.25	True	2.082514
d__denovo23420	hurdle	1	4	0.25	True	7.692306
d__denovo18625	hurdle	1	4	0.25	True	5.29563
d__denovo156	hurdle	1	4	0.25	True	-1.1595723333333334
d__denovo6821	hurdle	1	4	0.25	True	3.036138
d__denovo19239	hurdle	1	4	0.25	True	7.910856
d__denovo15934	hurdle	1	4	0.25	True	6.330988
d__denovo15095	hurdle	1	4	0.25	True	2.732417
d__denovo8134	hurdle	1	4	0.25	True	-1.9585579999999998
d__denovo425	hurdle	1	4	0.25	False	
d__denovo16207	hurdle	1	4	0.25	True	-1.728046
d__denovo5549	hurdle	1	4	0.25	False	1.4105329999999998
d__denovo14185	hurdle	1	4	0.25	True	3.003476
d__denovo1276	hurdle	1	4	0.25	False	-0.2652405000000001
d__denovo10266	hurdle	1	4	0.25	True	3.215271
d__denovo8131	hurdle	1	4	0.25	True	-2.941807
d__denovo15942	hurdle	1	4	0.25	True	-1.903553
d__denovo7388	hurdle	1	4	0.25	True	-2.352783
d__denovo23646	hurdle	1	4	0.25	True	-10000000054.17033
d__denovo20875	hurdle	1	4	0.25	True	3.712134
d__denovo15190	hurdle	1	4	0.25	True	4.479743
d__denovo15436	hurdle	1	4	0.25	True	5.703698
d__denovo4734	hurdle	1	4	0.25	True	10.105503
d__denovo15245	hurdle	1	4	0.25	True	-9.644777
d__denovo3909	hurdle	2	4	0.5	True	-2.2289565000000002
d__denovo6946	hurdle	1	4	0.25	True	-3.006432
d__denovo24985	hurdle	1	4	0.25	True	2.069382
d__denovo11709	hurdle	1	4	0.25	True	3.892627
d__denovo26223	hurdle	1	4	0.25	True	10.258214
d__denovo7478	hurdle	1	4	0.25	True	-6.066394
d__denovo4453	hurdle	1	4	0.25	True	1.389296
d__denovo7245	hurdle	1	4	0.25	True	1.521838
d__denovo5436	hurdle	1	4	0.25	True	8.177938
d__denovo2890	hurdle	1	4	0.25	False	-0.7380545000000001
d__denovo3146	hurdle	1	4	0.25	True	-2.236906
d__denovo19341	hurdle	1	4	0.25	True	-5.883822
d__denovo8349	hurdle	1	4	0.25	True	2.159927
d__denovo7011	hurdle	1	4	0.25	True	8.347832
d__denovo5370	hurdle	1	4	0.25	True	1.9335735
d__denovo2465	hurdle	1	4	0.25	False	0.7740305000000001
d__denovo6669	hurdle	1	4	0.25	False	
d__denovo3574	hurdle	1	4	0.25	True	-5.085686
d__denovo18108	hurdle	1	4	0.25	True	13.058782
d__denovo10625	hurdle	1	4	0.25	True	2.684187
d__denovo12970	hurdle	1	4	0.25	True	2.330756
d__denovo11424	hurdle	1	4	0.25	True	4.799584
d__denovo16701	hurdle	1	4	0.25	True	12.901316
d__denovo9501	hurdle	1	4	0.25	True	5.439222
d__denovo12129	hurdle	1	4	0.25	True	107572396.8893275
d__denovo3849	hurdle	1	4	0.25	True	3.485902
d__denovo24870	hurdle	1	4	0.25	True	9999684888.170193
d__denovo3775	hurdle	1	4	0.25	False	-0.5302735000000001
d__denovo5142	hurdle	1	4	0.25	True	3.149895
d__denovo3370	hurdle	1	4	0.25	True	13.332804
d__denovo9338	hurdle	1	4	0.25	True	4.382447
d__denovo19160	hurdle	1	4	0.25	True	7.356251
d__denovo6127	hurdle	1	4	0.25	False	-0.7619724999999999
d__denovo16031	hurdle	1	4	0.25	True	12.876015
d__denovo17606	hurdle	1	4	0.25	True	8.328793
d__denovo13119	hurdle	1	4	0.25	True	14.066903
d__denovo5807	hurdle	1	4	0.25	False	-0.14813949999999998
d__denovo12688	hurdle	1	4	0.25	True	-2.707001
d__denovo4202	hurdle	1	4	0.25	False	-1.3863444999999999
d__denovo4641	hurdle	1	4	0.25	True	1.2768514999999998
d__denovo8999	hurdle	1	4	0.25	True	-6.958425
d__denovo6514	hurdle	1	4	0.25	True	4.494987
d__denovo7977	hurdle	1	4	0.25	True	2.738776
d__denovo109	hurdle	1	4	0.25	True	1.8623213333333333
d__denovo14177	hurdle	1	4	0.25	True	2.165781
d__denovo11747	hurdle	1	4	0.25	True	-215249831.371674
d__denovo5845	hurdle	2	4	0.5	False	1.4073784999999999
d__denovo10404	hurdle	1	4	0.25	True	-8.7198165
d__denovo10567	hurdle	1	4	0.25	True	-2.414792
d__denovo22346	hurdle	1	4	0.25	True	-8.190075
d__denovo18461	hurdle	1	4	0.25	True	-2.195325
d__denovo18430	hurdle	1	4	0.25	True	3.709947
d__denovo8702	hurdle	1	4	0.25	True	17.798244
d__denovo6998	hurdle	1	4	0.25	True	2.459001
d__denovo8713	hurdle	1	4	0.25	True	-4.205158
d__denovo10146	hurdle	1	4	0.25	True	-1.0518
d__denovo11913	hurdle	1	4	0.25	True	1.497771
d__denovo15323	hurdle	1	4	0.25	True	-3.456658
d__denovo7571	hurdle	1	4	0.25	True	-5.968041
d__denovo12950	hurdle	1	4	0.25	True	-12.173732
d__denovo17048	hurdle	1	4	0.25	True	2.187744
d__denovo11929	hurdle	1	4	0.25	False	-6.802105
d__denovo4340	hurdle	1	4	0.25	True	6.243221
d__denovo13031	hurdle	1	4	0.25	True	-1.643677
d__denovo18235	hurdle	1	4	0.25	True	4.675725
d__denovo2836	hurdle	1	4	0.25	True	-1.159907
d__denovo2154	hurdle	1	4	0.25	True	-3.435288
d__denovo25781	hurdle	1	4	0.25	True	-8.570245
d__denovo23207	hurdle	1	4	0.25	True	-12.771721
d__denovo17180	hurdle	1	4	0.25	True	-9.36172
d__denovo977	hurdle	1	4	0.25	True	-1.2526875
d__denovo8725	hurdle	1	4	0.25	True	1.707784
d__denovo5491	hurdle	1	4	0.25	True	-0.842136
d__denovo3627	hurdle	1	4	0.25	True	-2.077772
d__denovo11078	hurdle	1	4	0.25	True	-4.512309
d__denovo20720	hurdle	1	4	0.25	True	3.171759
d__denovo10762	hurdle	1	4	0.25	True	1.270663
d__denovo4878	hurdle	1	4	0.25	True	9.0999105
d__denovo4808	hurdle	1	4	0.25	False	-0.6371625
d__denovo10134	hurdle	1	4	0.25	True	-2.194547
d__denovo6349	hurdle	1	4	0.25	True	-1.208293
d__denovo24512	hurdle	1	4	0.25	True	-3.347068
d__denovo3565	hurdle	1	4	0.25	True	6.395411
d__denovo4217	hurdle	1	4	0.25	True	-4.153836999999999
d__denovo12380	hurdle	1	4	0.25	True	-5.262157
d__denovo9198	hurdle	1	4	0.25	True	-6.093788
d__denovo19632	hurdle	1	4	0.25	True	25.538167
d__denovo2012	hurdle	1	4	0.25	False	0.785509
d__denovo1074	hurdle	2	4	0.5	False	1.2710525000000001
d__denovo9015	hurdle	1	4	0.25	True	1.593351
d__denovo11155	hurdle	1	4	0.25	True	-2.982961
d__denovo16838	hurdle	1	4	0.25	True	3.725399
d__denovo9472	hurdle	1	4	0.25	True	2.652163
d__denovo22096	hurdle	1	4	0.25	True	-5.9661
d__denovo6319	hurdle	1	4	0.25	False	-3.7960200000000004
d__denovo14071	hurdle	1	4	0.25	True	3.771239
d__denovo7230	hurdle	1	4	0.25	False	2500000050.2335186
d__denovo8553	hurdle	1	4	0.25	False	-7.7319325
d__denovo5677	hurdle	1	4	0.25	True	1.4588255
d__denovo5128	hurdle	1	4	0.25	True	-1.34827
d__denovo24570	hurdle	1	4	0.25	True	-172.942993
d__denovo17902	hurdle	1	4	0.25	True	5.452406
d__denovo497	hurdle	1	4	0.25	False	-1280.1528816666666
d__denovo4017	hurdle	1	4	0.25	True	-1.74681
d__denovo20302	hurdle	1	4	0.25	True	12.52372
d__denovo16419	hurdle	1	4	0.25	True	-12.061976
d__denovo3642	hurdle	1	4	0.25	False	4.586615
d__denovo6089	hurdle	1	4	0.25	True	17.120535
d__denovo7847	hurdle	1	4	0.25	True	-3.090591
d__denovo8188	hurdle	1	4	0.25	True	-3.2531265
d__denovo11261	hurdle	1	4	0.25	True	-2.885044
d__denovo6117	hurdle	1	4	0.25	True	-2.191939
d__denovo15670	hurdle	1	4	0.25	True	-2.169034
d__denovo268	hurdle	1	4	0.25	False	-1.235773
d__denovo7617	hurdle	1	4	0.25	True	-2.79621
d__denovo6336	hurdle	1	4	0.25	False	0.9757939999999999
d__denovo3921	hurdle	1	4	0.25	True	-1.175251
d__denovo17990	hurdle	1	4	0.25	True	-8.6382
d__denovo6963	hurdle	1	4	0.25	True	-20.010957
d__denovo396	hurdle	1	4	0.25	True	-1.1656155
d__denovo22120	hurdle	1	4	0.25	True	20.927205
d__denovo3714	hurdle	1	4	0.25	True	6.55725
d__denovo6780	hurdle	1	4	0.25	True	1.168207
d__denovo25388	hurdle	1	4	0.25	True	4.402219
d__denovo8602	hurdle	1	4	0.25	True	3.207878
d__denovo22997	hurdle	1	4	0.25	True	12.931827
d__denovo12227	hurdle	1	4	0.25	True	-2.523871
d__denovo18371	hurdle	1	4	0.25	True	2.996576
d__denovo14768	hurdle	1	4	0.25	True	-4.426114
d__denovo2782	hurdle	1	4	0.25	True	2.629671
d__denovo12479	hurdle	1	4	0.25	True	1.786391
d__denovo25313	hurdle	1	4	0.25	True	4.445628
d__denovo10217	hurdle	1	4	0.25	True	5714285785.959323
d__denovo23577	hurdle	1	4	0.25	True	-8.147112
d__denovo16455	hurdle	1	4	0.25	True	5.097371
d__denovo21588	hurdle	1	4	0.25	True	-13.582842
d__denovo15731	hurdle	1	4	0.25	True	14.227919
d__denovo5125	hurdle	1	4	0.25	False	1.1433925
d__denovo2404	hurdle	1	4	0.25	True	1.388549
d__denovo3246	hurdle	1	4	0.25	True	2.317158
d__denovo31479	hurdle	1	4	0.25	True	15.729885
