taxon	method	n_significant	n_tested	replication_score	direction_consistent	mean_effect
d__denovo10343	hurdle	1	4	0.25	True	14.960383
d__denovo8980	hurdle	1	4	0.25	True	4.465665
d__denovo7783	hurdle	1	4	0.25	True	8.359022
d__denovo24636	hurdle	1	4	0.25	True	11.71832
d__denovo11498	hurdle	1	4	0.25	True	7.036788
d__denovo22801	hurdle	1	4	0.25	True	-8.326775
d__denovo3204	hurdle	1	4	0.25	True	-1.481227
d__denovo1040	hurdle	1	4	0.25	True	-2.53654
d__denovo26099	hurdle	1	4	0.25	True	-8.556902
d__denovo7399	hurdle	1	4	0.25	True	-1.538096
d__denovo854	hurdle	1	4	0.25	False	1.2113985
d__denovo8667	hurdle	1	4	0.25	True	11.59035
d__denovo26706	hurdle	1	4	0.25	True	19.716628
d__denovo12992	hurdle	1	4	0.25	True	12.936949
d__denovo15710	hurdle	1	4	0.25	True	3.944034
d__denovo20497	hurdle	1	4	0.25	True	4.84462
d__denovo18560	hurdle	1	4	0.25	True	-4.553226
d__denovo9139	hurdle	1	4	0.25	True	2.792592
d__denovo10444	hurdle	1	4	0.25	True	3.227253
d__denovo6448	hurdle	1	4	0.25	True	-4.345754
d__denovo12428	hurdle	1	4	0.25	True	3.623258
d__denovo626	hurdle	1	4	0.25	True	-3.105989
d__denovo17785	hurdle	1	4	0.25	True	-2.029909
d__denovo8794	hurdle	1	4	0.25	True	-6.9944345
d__denovo9079	hurdle	1	4	0.25	True	-4164126667.3233037
d__denovo15789	hurdle	1	4	0.25	True	-2.22101
d__denovo20	hurdle	1	4	0.25	False	-0.059704250000000056
d__denovo3992	hurdle	1	4	0.25	True	2.126819
d__denovo9594	hurdle	1	4	0.25	True	3.563753
d__denovo10935	hurdle	1	4	0.25	True	-8.144561
d__denovo31156	hurdle	1	4	0.25	True	-23.044355
d__denovo22900	hurdle	1	4	0.25	True	-8.691866
d__denovo16408	hurdle	1	4	0.25	True	15.17745
d__denovo273	hurdle	1	4	0.25	False	0.20761000000000007
d__denovo3704	hurdle	1	4	0.25	True	-1.178486
d__denovo339	hurdle	1	4	0.25	True	-0.798022
d__denovo305	hurdle	1	4	0.25	False	-0.7049956666666667
d__denovo20238	hurdle	1	4	0.25	True	3.470876
d__denovo22277	hurdle	1	4	0.25	True	-8.203123
d__denovo24186	hurdle	1	4	0.25	True	-6.194438
d__denovo8557	hurdle	1	4	0.25	True	-3.41965
d__denovo7466	hurdle	1	4	0.25	True	11.571377
d__denovo163	hurdle	1	4	0.25	True	1.576813
d__denovo12556	hurdle	1	4	0.25	True	-3.632245
d__denovo16346	hurdle	1	4	0.25	True	14.546317
d__denovo14120	hurdle	1	4	0.25	True	-2.618228
d__denovo8334	hurdle	1	4	0.25	True	-5.349103
d__denovo21306	hurdle	1	4	0.25	True	13.292064
d__denovo2878	hurdle	1	4	0.25	True	3.637194
d__denovo5614	hurdle	1	4	0.25	True	-1.541857
d__denovo6106	hurdle	1	4	0.25	True	11.818729
d__denovo6112	hurdle	1	4	0.25	True	-13.310763
d__denovo13640	hurdle	1	4	0.25	True	6.002918
d__denovo6453	hurdle	1	4	0.25	True	-12.535428
d__denovo6271	hurdle	1	4	0.25	True	-10.151432
d__denovo8708	hurdle	1	4	0.25	True	4.615543
d__denovo2804	hurdle	1	4	0.25	True	8.300252500000001
d__denovo16711	hurdle	1	4	0.25	True	28.074884
d__denovo5695	hurdle	1	4	0.25	True	1.2424615
d__denovo12376	hurdle	1	4	0.25	True	6.552262
d__denovo4568	hurdle	1	4	0.25	True	2.8341589999999997
d__denovo3592	hurdle	1	4	0.25	True	3.373213
d__denovo1206	hurdle	1	4	0.25	True	3.544677
d__denovo8020	hurdle	1	4	0.25	False	-0.45515950000000005
d__denovo19386	hurdle	1	4	0.25	True	18.39131
d__denovo16952	hurdle	1	4	0.25	True	-8.941459
d__denovo11779	hurdle	1	4	0.25	True	4.771093
d__denovo11332	hurdle	1	4	0.25	True	-3.339392
d__denovo16337	hurdle	1	4	0.25	True	5.77002
d__denovo15814	hurdle	1	4	0.25	True	-18.321841
d__denovo16262	hurdle	1	4	0.25	True	3.391683
d__denovo4228	hurdle	1	4	0.25	False	0.9076000000000002
d__denovo7154	hurdle	1	4	0.25	True	5.873707
d__denovo10643	hurdle	1	4	0.25	True	-3.735082
d__denovo6481	hurdle	1	4	0.25	False	-1.5055285
d__denovo14754	hurdle	1	4	0.25	True	-15.405918
d__denovo1807	hurdle	1	4	0.25	True	1.8657569999999999
d__denovo8457	hurdle	1	4	0.25	True	-2.501557
d__denovo8641	hurdle	1	4	0.25	True	1.9187725
d__denovo25052	hurdle	1	4	0.25	True	-10.613054
d__denovo1729	hurdle	1	4	0.25	False	82.70056249999999
d__denovo3333	hurdle	1	4	0.25	True	-3.2852505
d__denovo19024	hurdle	1	4	0.25	True	6.198983
d__denovo18885	hurdle	1	4	0.25	True	23.824286
d__denovo3361	hurdle	1	4	0.25	False	5.550298000000001
d__denovo10199	hurdle	1	4	0.25	True	3.929677
d__denovo6056	hurdle	1	4	0.25	False	4.056648
d__denovo17519	hurdle	1	4	0.25	True	-1.479671
d__denovo431	hurdle	1	4	0.25	True	3.501644
d__denovo8585	hurdle	1	4	0.25	True	5.750722
d__denovo1570	hurdle	1	4	0.25	True	-4.608376
d__denovo4001	hurdle	1	4	0.25	False	3.4061304999999997
d__denovo25329	hurdle	1	4	0.25	True	-5.782132
d__denovo13596	hurdle	1	4	0.25	True	-2.477133
d__denovo718	hurdle	1	4	0.25	True	-3.514159
d__denovo14668	hurdle	1	4	0.25	True	6.572969
d__denovo15617	hurdle	1	4	0.25	True	-4.109122
d__denovo17507	hurdle	1	4	0.25	True	4.315335
d__denovo10462	hurdle	1	4	0.25	False	9.3981755
d__denovo16646	hurdle	1	4	0.25	True	-13.506134
d__denovo25288	hurdle	1	4	0.25	True	-16.670492
d__denovo3566	hurdle	1	4	0.25	False	4.5106765
d__denovo10347	hurdle	1	4	0.25	True	3.827191
d__denovo5317	hurdle	1	4	0.25	True	-8.766044
d__denovo9940	hurdle	2	4	0.5	False	-0.9011345
d__denovo9178	hurdle	1	4	0.25	True	1.745802
d__denovo16078	hurdle	1	4	0.25	True	-5.337288
d__denovo17655	hurdle	1	4	0.25	True	9.584519
d__denovo2787	hurdle	1	4	0.25	False	1.4884385
d__denovo15350	hurdle	1	4	0.25	True	-2.301008
d__denovo3587	hurdle	1	4	0.25	True	-1.715719
d__denovo2078	hurdle	1	4	0.25	False	0.6285635
d__denovo23125	hurdle	1	4	0.25	True	3.265601
d__denovo9357	hurdle	1	4	0.25	True	-2.660536
d__denovo15692	hurdle	1	4	0.25	True	-11.59035
d__denovo22085	hurdle	1	4	0.25	True	-13.443158
d__denovo18580	hurdle	1	4	0.25	True	12.266585
d__denovo20705	hurdle	1	4	0.25	True	-10.063954
d__denovo11156	hurdle	1	4	0.25	True	-8.701809
d__denovo19396	hurdle	1	4	0.25	True	-17.846132
d__denovo13432	hurdle	1	4	0.25	True	4.290801
d__denovo3126	hurdle	1	4	0.25	True	7.282472
d__denovo11272	hurdle	1	4	0.25	True	-3.096063
d__denovo134	hurdle	1	4	0.25	True	-4.655485
d__denovo11460	hurdle	1	4	0.25	True	1.278559
d__denovo11746	hurdle	1	4	0.25	True	1.774985
d__denovo7920	hurdle	1	4	0.25	False	0.7966415
d__denovo3341	hurdle	1	4	0.25	True	2.070571
d__denovo14086	hurdle	1	4	0.25	True	1.512845
d__denovo3638	hurdle	1	4	0.25	True	3.055726
d__denovo5707	hurdle	1	4	0.25	True	-1.6608185
d__denovo22337	hurdle	1	4	0.25	True	10.258214
d__denovo17815	hurdle	1	4	0.25	True	-298.037125
d__denovo8975	hurdle	1	4	0.25	True	-14.574979
d__denovo26390	hurdle	1	4	0.25	True	2.908294
d__denovo20580	hurdle	1	4	0.25	True	9.918963
d__denovo4432	hurdle	1	4	0.25	False	-0.474399
d__denovo21431	hurdle	1	4	0.25	True	15.394954
d__denovo15138	hurdle	1	4	0.25	True	12.001269
d__denovo22331	hurdle	1	4	0.25	True	13.462798
d__denovo16473	hurdle	1	4	0.25	True	-4.476276
d__denovo616	hurdle	1	4	0.25	True	2.5254375
d__denovo8586	hurdle	1	4	0.25	True	-1.533448
d__denovo20721	hurdle	1	4	0.25	True	-3.804688
d__denovo8730	hurdle	1	4	0.25	True	-2.737823
d__denovo18794	hurdle	1	4	0.25	True	-8.56559
d__denovo22353	hurdle	1	4	0.25	True	-16.485841
d__denovo1937	hurdle	1	4	0.25	True	-1.388932
d__denovo9199	hurdle	1	4	0.25	True	-17.798244
d__denovo22583	hurdle	1	4	0.25	True	3.30946
d__denovo18929	hurdle	1	4	0.25	True	8.513271
d__denovo1257	hurdle	1	4	0.25	False	-0.8723639999999999
d__denovo10718	hurdle	1	4	0.25	True	-7.948433
d__denovo2544	hurdle	1	4	0.25	True	3.412563
d__denovo9561	hurdle	1	4	0.25	True	6.139485
d__denovo23842	hurdle	1	4	0.25	True	9999396807.481289
d__denovo9403	hurdle	1	4	0.25	True	6.139485
d__denovo7851	hurdle	1	4	0.25	False	-1.25351
d__denovo9911	hurdle	1	4	0.25	True	-18.976838
d__denovo433	hurdle	1	4	0.25	True	-1.5568134999999999
d__denovo9482	hurdle	1	4	0.25	True	-3.258268
d__denovo14604	hurdle	1	4	0.25	True	-6.13365
d__denovo18159	hurdle	1	4	0.25	True	-4.583484
d__denovo6323	hurdle	1	4	0.25	False	3.8821579999999996
d__denovo13726	hurdle	1	4	0.25	True	2.387879
d__denovo19516	hurdle	1	4	0.25	True	2.474286
d__denovo6975	hurdle	1	4	0.25	True	4.2442825
d__denovo532	hurdle	1	4	0.25	True	-1.63226
d__denovo22531	hurdle	1	4	0.25	True	-6.495163
d__denovo21653	hurdle	1	4	0.25	True	-5.284879
d__denovo8354	hurdle	1	4	0.25	True	-4.226517
d__denovo16519	hurdle	1	4	0.25	True	2.208449
d__denovo8463	hurdle	1	4	0.25	True	23.044355
d__denovo62	hurdle	1	4	0.25	False	2.7278599999999997
d__denovo89	hurdle	1	4	0.25	False	2.032527
d__denovo10615	hurdle	1	4	0.25	True	18.821795
d__denovo14705	hurdle	1	4	0.25	True	9.735186
d__denovo5364	hurdle	1	4	0.25	True	2.017699
d__denovo2774	hurdle	1	4	0.25	True	-18.18267
d__denovo4267	hurdle	1	4	0.25	True	-0.7637855
d__denovo25119	hurdle	1	4	0.25	True	7.435876
d__denovo10102	hurdle	1	4	0.25	True	-2.807947
d__denovo4975	hurdle	1	4	0.25	True	2.714521
d__denovo17348	hurdle	1	4	0.25	True	3.533655
d__denovo491	hurdle	1	4	0.25	True	-1.2339375
d__denovo8941	hurdle	1	4	0.25	True	2.879109
d__denovo1013	hurdle	1	4	0.25	True	2.395666
d__denovo14311	hurdle	1	4	0.25	True	3.561383
d__denovo10634	hurdle	1	4	0.25	True	2.044364
d__denovo6275	hurdle	1	4	0.25	True	-1.373521
d__denovo2156	hurdle	1	4	0.25	False	-0.06231199999999992
d__denovo7940	hurdle	1	4	0.25	False	-6.8459034999999995
d__denovo1482	hurdle	1	4	0.25	True	-1.4928885
d__denovo8528	hurdle	1	4	0.25	False	
d__denovo20944	hurdle	1	4	0.25	True	-2.474286
d__denovo14662	hurdle	1	4	0.25	True	8.60773
d__denovo16523	hurdle	1	4	0.25	True	-7.886918
d__denovo10496	hurdle	1	4	0.25	True	3.61086
d__denovo6533	hurdle	2	4	0.5	False	-0.1115815
d__denovo19769	hurdle	1	4	0.25	True	5.69014
d__denovo8343	hurdle	1	4	0.25	True	14.912515
d__denovo5406	hurdle	1	4	0.25	True	-5.793436
d__denovo6212	hurdle	1	4	0.25	False	0.8394385
d__denovo7362	hurdle	1	4	0.25	False	
d__denovo261	hurdle	1	4	0.25	True	-2.7867800000000003
d__denovo10414	hurdle	1	4	0.25	True	-2.769764
d__denovo8010	hurdle	2	4	0.5	False	-4.7493235
d__denovo9061	hurdle	1	4	0.25	True	-2.310469
d__denovo14996	hurdle	1	4	0.25	True	-2.290255
d__denovo5685	hurdle	1	4	0.25	True	13.391715
d__denovo7234	hurdle	2	4	0.5	False	-87.7628325
d__denovo23673	hurdle	1	4	0.25	True	12.489837
d__denovo9002	hurdle	1	4	0.25	True	4.193403
d__denovo2115	hurdle	1	4	0.25	True	-1.1905795000000001
d__denovo8904	hurdle	1	4	0.25	False	0.8249159999999999
d__denovo2451	hurdle	1	4	0.25	False	0.496567
d__denovo19746	hurdle	1	4	0.25	True	6.240412
d__denovo19203	hurdle	1	4	0.25	True	-1.913699
d__denovo4369	hurdle	2	4	0.5	False	-7.942188499999999
d__denovo8254	hurdle	1	4	0.25	True	-3.226551
d__denovo3662	hurdle	1	4	0.25	True	-3.901269
d__denovo14671	hurdle	1	4	0.25	True	-7.969857
d__denovo16459	hurdle	1	4	0.25	True	2.008363
d__denovo607	hurdle	1	4	0.25	False	1.329113
d__denovo15655	hurdle	1	4	0.25	True	2.202944
d__denovo9088	hurdle	1	4	0.25	True	1.840432
d__denovo26856	hurdle	1	4	0.25	True	-9.777867
d__denovo14328	hurdle	1	4	0.25	True	1.984838
d__denovo13000	hurdle	1	4	0.25	True	-2.144024
d__denovo4362	hurdle	1	4	0.25	True	2.129503
d__denovo10009	hurdle	1	4	0.25	True	-13.168785
d__denovo6909	hurdle	1	4	0.25	True	-3.052823
d__denovo7289	hurdle	1	4	0.25	True	11.433025
d__denovo1308	hurdle	1	4	0.25	False	-2.1149899999999997
d__denovo1928	hurdle	1	4	0.25	True	-2.1468220000000002
d__denovo4222	hurdle	1	4	0.25	False	0.431645
d__denovo13994	hurdle	1	4	0.25	True	-5.018721
d__denovo12651	hurdle	1	4	0.25	True	-1.85139
d__denovo5713	hurdle	1	4	0.25	True	12.378064
d__denovo8715	hurdle	1	4	0.25	True	1.440852
d__denovo17839	hurdle	1	4	0.25	True	-5.505773
d__denovo15086	hurdle	1	4	0.25	True	3.479224
d__denovo6123	hurdle	1	4	0.25	True	-2.094797
d__denovo19064	hurdle	1	4	0.25	True	12.691029
d__denovo4250	hurdle	1	4	0.25	True	3.49718
d__denovo15977	hurdle	1	4	0.25	True	1.807334
d__denovo14749	hurdle	1	4	0.25	True	-10.247108
d__denovo23522	hurdle	1	4	0.25	True	2.917253
d__denovo14214	hurdle	1	4	0.25	True	2.959075
d__denovo1669	hurdle	1	4	0.25	True	3.476703
d__denovo14755	hurdle	1	4	0.25	True	-10.267445
d__denovo7715	hurdle	2	4	0.5	False	0.43293599999999977
d__denovo9397	hurdle	1	4	0.25	False	
d__denovo4647	hurdle	1	4	0.25	True	1.848197
d__denovo7031	hurdle	1	4	0.25	True	-1.71572
d__denovo14005	hurdle	1	4	0.25	True	-6.596374
d__denovo17403	hurdle	1	4	0.25	True	8.252176
d__denovo18281	hurdle	1	4	0.25	True	-20.620193
d__denovo24888	hurdle	1	4	0.25	True	10.403786
d__denovo7863	hurdle	1	4	0.25	True	3.564143
d__denovo7174	hurdle	1	4	0.25	False	-2.4614125
d__denovo13652	hurdle	1	4	0.25	True	4.319239
d__denovo7197	hurdle	1	4	0.25	True	-8.556902
d__denovo661	hurdle	1	4	0.25	True	-1.878696
d__denovo2332	hurdle	1	4	0.25	True	1.131812
d__denovo5315	hurdle	1	4	0.25	True	-1.2582105
d__denovo4507	hurdle	1	4	0.25	True	-2.682868
d__denovo10413	hurdle	1	4	0.25	True	3.19238
d__denovo7848	hurdle	1	4	0.25	True	1.2705465
d__denovo7076	hurdle	1	4	0.25	True	5.781201
d__denovo9964	hurdle	1	4	0.25	True	-18.976838
d__denovo12820	hurdle	1	4	0.25	True	7.959727
d__denovo4296	hurdle	1	4	0.25	False	4.9145855
d__denovo8127	hurdle	1	4	0.25	False	3.4924009999999996
d__denovo6261	hurdle	1	4	0.25	True	2.884695
d__denovo19338	hurdle	1	4	0.25	True	-1.749827
d__denovo14088	hurdle	1	4	0.25	True	4.066594
d__denovo2226	hurdle	1	4	0.25	True	-2.265207
d__denovo8529	hurdle	1	4	0.25	True	-6666666935.838825
d__denovo1170	hurdle	1	4	0.25	False	0.7673165000000001
d__denovo17872	hurdle	1	4	0.25	True	-25.47623
d__denovo21228	hurdle	1	4	0.25	True	-13.391715
d__denovo26713	hurdle	1	4	0.25	True	19.421353
d__denovo7724	hurdle	1	4	0.25	False	-4.8275775
d__denovo2262	hurdle	1	4	0.25	False	0.8125985
d__denovo6922	hurdle	1	4	0.25	True	-11.957664
d__denovo10049	hurdle	1	4	0.25	True	-18.976838
d__denovo6085	hurdle	2	4	0.5	True	-2.786856
d__denovo374	hurdle	1	4	0.25	False	-0.9177556666666667
d__denovo16836	hurdle	1	4	0.25	True	4.57893
d__denovo5241	hurdle	1	4	0.25	False	1.6036449999999998
d__denovo12342	hurdle	1	4	0.25	True	3.747224
d__denovo16444	hurdle	1	4	0.25	True	-4.713583
d__denovo16672	hurdle	1	4	0.25	True	-6.344086
d__denovo15510	hurdle	1	4	0.25	True	15.585152
d__denovo17930	hurdle	1	4	0.25	True	11.720274
d__denovo18741	hurdle	1	4	0.25	True	2.230232
d__denovo2400	hurdle	1	4	0.25	False	-1.4917955
d__denovo5319	hurdle	1	4	0.25	False	7.2760785
d__denovo7266	hurdle	1	4	0.25	True	-1.8426470000000001
d__denovo6207	hurdle	1	4	0.25	False	-3.9626289999999997
d__denovo4114	hurdle	1	4	0.25	False	6.7484850000000005
d__denovo12940	hurdle	1	4	0.25	True	18.025055
d__denovo15251	hurdle	1	4	0.25	True	-1.895387
d__denovo15080	hurdle	1	4	0.25	True	-10.255724
d__denovo13382	hurdle	1	4	0.25	True	4.856622
d__denovo10255	hurdle	1	4	0.25	True	-1.432956
d__denovo23421	hurdle	1	4	0.25	True	-2.488309
d__denovo846	hurdle	1	4	0.25	True	2.134972
d__denovo6656	hurdle	1	4	0.25	True	1.970213
d__denovo21219	hurdle	1	4	0.25	True	-2.735232
d__denovo12504	hurdle	1	4	0.25	True	10.736264
d__denovo18833	hurdle	1	4	0.25	True	-4.890361
d__denovo3373	hurdle	1	4	0.25	False	0.9443604999999999
d__denovo4131	hurdle	1	4	0.25	False	1.522669
d__denovo3242	hurdle	1	4	0.25	False	11.213154999999999
d__denovo2406	hurdle	1	4	0.25	False	0.9655825
d__denovo6469	hurdle	1	4	0.25	True	-5.297267
d__denovo10264	hurdle	1	4	0.25	False	9.292511500000002
d__denovo1908	hurdle	1	4	0.25	False	-1.3449425
d__denovo16626	hurdle	1	4	0.25	True	-2.914483
d__denovo5916	hurdle	1	4	0.25	False	2.3117409999999996
d__denovo29429	hurdle	1	4	0.25	True	26.050321
d__denovo16782	hurdle	1	4	0.25	True	1.464747
d__denovo1796	hurdle	2	4	0.5	False	0.2835725
d__denovo3186	hurdle	1	4	0.25	False	5.0031605
d__denovo11543	hurdle	1	4	0.25	True	-13.270551
d__denovo19518	hurdle	1	4	0.25	True	3.946359
d__denovo11199	hurdle	1	4	0.25	False	
d__denovo13105	hurdle	1	4	0.25	True	2.604692
d__denovo7656	hurdle	1	4	0.25	True	-1.370596
d__denovo7762	hurdle	1	4	0.25	False	1.6720884999999999
d__denovo25560	hurdle	1	4	0.25	True	-154.481495
d__denovo3536	hurdle	1	4	0.25	True	10.96583
d__denovo14949	hurdle	1	4	0.25	True	-3.516025
d__denovo103	hurdle	1	4	0.25	False	-0.17149133333333333
d__denovo2247	hurdle	1	4	0.25	True	1.197835
d__denovo1270	hurdle	1	4	0.25	True	-2.974502
d__denovo21856	hurdle	1	4	0.25	True	3.238281
d__denovo21758	hurdle	1	4	0.25	True	-8.556902
d__denovo13324	hurdle	1	4	0.25	True	-9.393063
d__denovo524	hurdle	1	4	0.25	True	1.6040554999999999
d__denovo8154	hurdle	1	4	0.25	True	9.278035
d__denovo32374	hurdle	1	4	0.25	True	8072614409.656542
d__denovo16364	hurdle	1	4	0.25	True	-22.169042
d__denovo5113	hurdle	1	4	0.25	False	
d__denovo140	hurdle	1	4	0.25	True	-2.371925333333333
d__denovo17973	hurdle	1	4	0.25	True	-5.408551
d__denovo17820	hurdle	1	4	0.25	True	3.470876
d__denovo14123	hurdle	1	4	0.25	True	-1.923658
d__denovo7904	hurdle	2	4	0.5	True	-8.583324
d__denovo63	hurdle	2	4	0.5	False	-2.7166195
d__denovo13385	hurdle	1	4	0.25	True	3.220436
d__denovo7311	hurdle	1	4	0.25	False	-4.953837500000001
d__denovo14172	hurdle	1	4	0.25	True	-4.572223
d__denovo13592	hurdle	1	4	0.25	True	-3.495947
d__denovo20936	hurdle	1	4	0.25	True	-21.337181
d__denovo8360	hurdle	1	4	0.25	False	-0.05627800000000005
d__denovo3490	hurdle	1	4	0.25	False	4.66491
d__denovo6571	hurdle	1	4	0.25	True	-4.1530425
d__denovo1235	hurdle	1	4	0.25	True	-2.587017
d__denovo9287	hurdle	1	4	0.25	True	4.341748
d__denovo16924	hurdle	1	4	0.25	True	-2.833461
d__denovo6966	hurdle	1	4	0.25	True	-5.2354065
d__denovo11213	hurdle	1	4	0.25	True	-2.232413
d__denovo22498	hurdle	1	4	0.25	True	-10000000168.088348
d__denovo3431	hurdle	1	4	0.25	True	-2.264873
d__denovo2385	hurdle	1	4	0.25	True	5.0060055000000006
d__denovo878	hurdle	1	4	0.25	True	-4.617837
d__denovo19322	hurdle	1	4	0.25	True	-8.671716
d__denovo6024	hurdle	1	4	0.25	False	6.316575
d__denovo8796	hurdle	1	4	0.25	False	2.7066085
d__denovo724	hurdle	1	4	0.25	True	-1.5235265
d__denovo5953	hurdle	1	4	0.25	True	1.0607410000000002
d__denovo15668	hurdle	1	4	0.25	True	-2.041991
d__denovo19365	hurdle	1	4	0.25	True	-2.302304
d__denovo2762	hurdle	1	4	0.25	False	4.8935245
d__denovo323	hurdle	1	4	0.25	False	-1.69996
d__denovo10292	hurdle	1	4	0.25	True	2.287572
d__denovo7835	hurdle	1	4	0.25	True	-2.60725
d__denovo215	hurdle	1	4	0.25	False	
d__denovo13077	hurdle	1	4	0.25	True	-3.738196
d__denovo5741	hurdle	1	4	0.25	True	8.83372
d__denovo2868	hurdle	1	4	0.25	True	-4583333159.277744
d__denovo750	hurdle	2	4	0.5	False	-0.9761664999999999
d__denovo17199	hurdle	1	4	0.25	True	-16.97784
d__denovo25019	hurdle	1	4	0.25	True	-16.244973
d__denovo19524	hurdle	1	4	0.25	True	6.452297
d__denovo3523	hurdle	1	4	0.25	True	-1.63666
d__denovo16676	hurdle	1	4	0.25	True	17.130817
d__denovo19178	hurdle	1	4	0.25	True	-3.47765
d__denovo24396	hurdle	1	4	0.25	True	11.619194
d__denovo8404	hurdle	1	4	0.25	True	-1.727083
d__denovo5836	hurdle	1	4	0.25	False	-1.977151
d__denovo5422	hurdle	1	4	0.25	False	1.9258570000000002
d__denovo13132	hurdle	1	4	0.25	True	-9.387855
d__denovo10845	hurdle	1	4	0.25	True	-6.685638
d__denovo5708	hurdle	2	4	0.5	True	4.889768999999999
d__denovo10283	hurdle	1	4	0.25	True	-17.032393
d__denovo5449	hurdle	1	4	0.25	False	-1.2374285
d__denovo4011	hurdle	1	4	0.25	False	7.867234000000001
d__denovo10641	hurdle	1	4	0.25	True	3.51139
d__denovo3154	hurdle	1	4	0.25	True	1.390044
d__denovo8112	hurdle	1	4	0.25	True	2.786793
d__denovo12417	hurdle	1	4	0.25	True	-6.376949
d__denovo6931	hurdle	1	4	0.25	True	3.682717
d__denovo26818	hurdle	1	4	0.25	True	2.054551
d__denovo9542	hurdle	1	4	0.25	True	-10.030663
d__denovo23787	hurdle	1	4	0.25	True	-1.84289
d__denovo18376	hurdle	1	4	0.25	True	5.573201
d__denovo21217	hurdle	1	4	0.25	True	17.666206
d__denovo6973	hurdle	1	4	0.25	False	-0.520109
d__denovo720	hurdle	1	4	0.25	True	-2.0761125000000002
d__denovo12080	hurdle	1	4	0.25	True	-107624916.0254285
d__denovo5710	hurdle	1	4	0.25	False	5.990728
d__denovo1985	hurdle	2	4	0.5	False	0.2463534999999999
d__denovo25737	hurdle	1	4	0.25	True	-9.777867
d__denovo9847	hurdle	1	4	0.25	True	-14.084994
d__denovo20719	hurdle	1	4	0.25	True	-2.870726
d__denovo16335	hurdle	1	4	0.25	True	31.004558
d__denovo7180	hurdle	1	4	0.25	False	0.12601700000000005
d__denovo15639	hurdle	1	4	0.25	True	-18.446419
d__denovo745	hurdle	1	4	0.25	False	-0.5407264999999999
d__denovo107	hurdle	1	4	0.25	False	-3333333424.3063865
d__denovo5570	hurdle	1	4	0.25	True	-10.251039
d__denovo209	hurdle	1	4	0.25	False	-119.04870933333332
d__denovo17752	hurdle	1	4	0.25	True	-6.471087
d__denovo15855	hurdle	1	4	0.25	True	13.614172
d__denovo13168	hurdle	1	4	0.25	True	-2.918785
d__denovo19850	hurdle	1	4	0.25	True	-9.240788
d__denovo13812	hurdle	1	4	0.25	True	2.465095
d__denovo23364	hurdle	1	4	0.25	True	7.074356
d__denovo338	hurdle	1	4	0.25	False	-1.5622555
d__denovo19062	hurdle	1	4	0.25	True	-20.010957
d__denovo12933	hurdle	1	4	0.25	False	
d__denovo172	hurdle	1	4	0.25	False	-0.1663263333333333
d__denovo17360	hurdle	1	4	0.25	True	-4.638759
d__denovo8871	hurdle	1	4	0.25	True	4.420638
d__denovo9524	hurdle	1	4	0.25	True	-2.750613
d__denovo5930	hurdle	1	4	0.25	True	-8.69144
d__denovo12254	hurdle	1	4	0.25	True	3.991733
d__denovo20672	hurdle	1	4	0.25	True	-4.84462
d__denovo1038	hurdle	1	4	0.25	False	0.9329725
d__denovo9660	hurdle	1	4	0.25	True	2.497169
d__denovo13886	hurdle	1	4	0.25	True	1.580961
d__denovo16543	hurdle	1	4	0.25	True	3.7002
d__denovo22236	hurdle	1	4	0.25	True	2.40623
d__denovo13282	hurdle	1	4	0.25	True	-4.743742
d__denovo26878	hurdle	1	4	0.25	True	20.536904
d__denovo5575	hurdle	1	4	0.25	True	-3.335198
d__denovo19537	hurdle	1	4	0.25	True	4.79213
d__denovo17285	hurdle	1	4	0.25	True	-10000000248.035189
d__denovo3468	hurdle	1	4	0.25	False	1.0990375000000001
d__denovo13200	hurdle	1	4	0.25	True	-1.776072
d__denovo9639	hurdle	1	4	0.25	True	3.328788
d__denovo12091	hurdle	1	4	0.25	True	7.562097
d__denovo899	hurdle	1	4	0.25	True	16.933339
d__denovo14394	hurdle	1	4	0.25	True	19.216002
d__denovo23676	hurdle	1	4	0.25	True	3.413526
d__denovo13907	hurdle	1	4	0.25	True	3.042533
d__denovo9208	hurdle	1	4	0.25	True	-4.822839
d__denovo751	hurdle	1	4	0.25	True	-2.026007
d__denovo19665	hurdle	1	4	0.25	True	2.709215
d__denovo11895	hurdle	1	4	0.25	True	-14.061844
d__denovo1328	hurdle	1	4	0.25	False	-1.0056805
d__denovo25569	hurdle	1	4	0.25	True	6.992506
d__denovo14743	hurdle	1	4	0.25	True	5.14209
d__denovo11065	hurdle	1	4	0.25	True	-2.44984
d__denovo15319	hurdle	1	4	0.25	True	-4.432022
d__denovo20073	hurdle	1	4	0.25	True	2.047203
d__denovo9382	hurdle	1	4	0.25	False	-2.0093585000000003
d__denovo10988	hurdle	1	4	0.25	True	7.224806
d__denovo18948	hurdle	1	4	0.25	True	7.482647
d__denovo2045	hurdle	1	4	0.25	False	-0.9975125
d__denovo14431	hurdle	1	4	0.25	True	-10.787259
d__denovo7513	hurdle	1	4	0.25	False	3.62046
d__denovo5032	hurdle	1	4	0.25	False	8.725039500000001
d__denovo5084	hurdle	1	4	0.25	True	-2079.590064
d__denovo19643	hurdle	1	4	0.25	True	-3.588196
d__denovo13861	hurdle	1	4	0.25	True	-10.091446
d__denovo12629	hurdle	1	4	0.25	True	-6.833506
d__denovo235	hurdle	1	4	0.25	True	-2.5831615
